npsn,nama_sekolah,alamat,kelurahan,kecamatan,kabupaten,provinsi,status,bentuk_pendidikan,jenjang,telepon,fax,email,website,operator
20231440,SMKS TARUNA TERPADU 2,JL. RAYA SALABENDA BLK. TELKOM KEMANG BOGOR,PARAKAN JAYA,Kemang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02517542842,02517542842,smk2borcess@yahoo.com,http://smktarunaterpadu2.sch.id,Rika Puspitasari
20200597,SMKS WIYATA KHARISMA,JL. RAYA KEMANG NO. 627,KEMANG,Kemang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02517534480,02517534480,smkwiyatakharismabogor@gmail.com,http://www.smkwikha627@gmail.com,INSAN MUHADDAD
20200608,SMKS WIYATA MANDALA,Jl. Raya Salabenda-Kemang KM 49-50,PARAKAN JAYA,Kemang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02517593212,02517593212,smkwima86@gmail.com,http://www.smkwiyatamandalabogor.sch.id,SUPRIYADI
20200610,SMKS YADIKA 7 BOGOR,JL. RAYA KEMANG NO. 12 PARAKANJAYA KEMANG BOGOR,PARAKAN JAYA,Kemang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02517534219,02517534220,yadika7bogor@gmail.com,http://www.smkyadika7bgr.sch.id,Abdul Latif
69880741,SMK FARMASI AVERUS,JL. H. MAWI RT 01/01 DESA WARU,WARU,Parung,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smk.yapita@gmail.com,http://smkyapita.blogspot.com,Ahmad fikram
69860538,SMK ISLAM TERPADU AL QOSIMIYYAH,Kp. Tajur RT 01/04 Ds. Pemagarsari Kec. Parung Kab. Bogor,PAMAGER SARI,Parung,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,02518614385,smkitalqosimiyyah@gmail.com,http://sunandrajat.org,Mochamad Roihan Maknun
20232465,SMKS MUHAMMADIYAH PARUNG,JL. H. MAWI NO. 292 BOJONG INDAH PARUNG BOGOR,BOJONG INDAH,Parung,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518549019,-,smkmparung@gmail.com,http://www.smkmparung.sch.id,NURFITRI
20275885,SMKS MUTIARA INSANI PARUNG,JL. AMD 39 RT.0 7/3,WARU,Parung,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,0,smkmutiarafajar2019@gmail.com,http://mutiarafajar.sch.id,SUCI HERAWATI
20258518,SMKS SIRAJUL FALAH PARUNG,Jl. H. Mawi RT. 02/01 No. 42,BOJONG INDAH,Parung,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518543513,-,smksirajulfalah@yahoo.co.id,http://www.sirajulfalah.sch.id,RESAH YUDISTIRA
20232499,SMKS YAPIA PARUNG,JL. YAPIA WARU JAYA PARUNG BOGOR,WARUJAYA,Parung,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518543031,-,smkyapia230@gmail.com,http://www.smkyapiaparung.sch.id,Saman
20268527,SMKS YPUI,JL H. MAWI RT 002/001,WARU,Parung,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,02518603791,smkypuiprg@gmail.com,http://ypui.sch.id,Wulan Rahmawati
20271184,SMKN 1 GUNUNG SINDUR,SMPN 3 GUNUNGSINDUR,RAWAKALONG,Gunung Sindur,Kab. Bogor,Jawa Barat,NEGERI,SMK,DIKMEN,-,-,info@smkn1gunungsindur.sch.id,http://www.smkn1gunungsindur.sch.id,Kurniawan
69753993,SMKS BISTEK,JL RAYA PARUNG GUNUNG SINDUR,CIBINONG,Gunung Sindur,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkbistek@yahoo.co.id,-,Yogi Imaduddin
60729051,SMKS ISLAM DAARUL KHOIR,JL. RAYA PENGASINAN KP. CIBARENGKOK,PENGASINAN,Gunung Sindur,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkdaarulkhoir@gmail.com,-,MUSTOFA
20232475,SMKS PANTI KARYA 3 GUNUNG SINDUR,JL. PEMBANGUNAN KP.CITEREP DESA PABUARAN,PABUARAN,Gunung Sindur,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02198960700,-,smkpankar3.203@gmail.com,-,YUSTAR MAISYA
20253969,SMKS ISLAM ASY SYUHADA,Jl. Raya Rumpin - Leuwiliang (Gunung Nyungcung),KAMPUNG SAWAH,Rumpin,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518542215,-,smk.islam.asysyuhada@gmail.com,http://smk-islam-asysyuhada.com,Hendra
20200605,SMKS ISLAM PERMATASARI 1,JL. RAYA SUKAMANAH NO. 123 TAMANSARI RUMPIN BOGOR,TAMAN SARI,Rumpin,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkpatas1@gmail.com,-,NAJMUDIN
20232453,SMKS ISLAM PERMATASARI 2,JL. RAYA SUKAMANAH NO. 123 TAMANSARI RUMPIN BOGOR,TAMAN SARI,Rumpin,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02175791633,02175791633,smkislampermatasari677@gmail.com,http://www.smk_patas2.com,muhamad yusup
69888795,SMK TERPADU RANGGANIS,JL. RANGGANIS KM 1,CINTAMANIK,Cigudeg,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smk_terang@yahoo.com,http://a.com,Purwati
20232423,SMKS ANAK BANGSA KABUPATEN BOGOR,JL. H. ISYAM NO. 01 LEBAKWANGI CIGUDEG BOGOR,RENGASJAJAR,Cigudeg,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,0,smkanakbangsa3303@gmail.com,http://anakbangsa33.mysch.id,"Heri, S.Pd"
20232432,SMKS BINA INSANI MANDIRI,JL. RAYA JASINGA KM. 40 CIGUDEG,BUNAR,Cigudeg,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkbima3@gmail.com,-,Gebi Juliani Harahap
20270010,SMKS DARUNNAJAH CIPINING,Jl. Argapura Kp. Cipining Desa Argapura Kec. Cigudeg Kab. Bogor 16660,ARGAPURA,Cigudeg,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smakda.cipining@gmail.com,http://www.cipining.darunnajah.com,SURYANA
20280611,SMKS SILIWANGI MANDIRI,Jl. Readymix Kp. Babakan Rt 02/07,BATU JAJAR,Cigudeg,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,085860186335,smksssiliwangimandiri@gmail.com,http://-,Dodi
69734363,SMKS YAPANSA,JL LEBAKWANGI-BUNAR KM. 17 KP. LEBAKWANGI,RENGASJAJAR,Cigudeg,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smk_yapansa_22@yahoo.co.id,http://wwww.yayasan-anak-bangsa.blogspot.com,Nu'man
70040380,SMK AR-RAHMAH BOGOR,Kp. Silongong RT 004 RW 004,KOLEANG,Jasinga,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,offiicialarrahmah195@gmail.com,-,UBAEDILAH
69755576,SMK GEMA BHAKTI 1 JASINGA,Kp. Tarisi RT. 02 RW. 01,BAGOANG,Jasinga,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkgemabhakti_1jasinga@yahoo.com,-,Aang Usep Kosasih
20280626,SMKS AGROBISNIS WIRASINGA,JL RAYA JASINGA TENJO KM 08,PANGAUR,Jasinga,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkagrobisniswirasinga@gmail.com,http://wirasinga.com,maryadi
20232449,SMKS GIRI TARUNA 2,JL. RAYA PARUNGSAPI KM 4 JASINGA,KALONGSAWAH,Jasinga,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518687901,-,smkgiritaruna@gmail.com,http://www.smk.sch.id,IRWAN YUNINDAR
70002373,SMK BINA NUSANTARA,Jl. Kp. Baru,SINGABANGSA,Tenjo,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkbinus95@gmail.com,-,MUHAMAD AGUNG GUMELAR
70052699,SMK SURYATAMA,Jl. Raya Posopol - Parungpanjang Kp. Sukajaya,SINGABRAJA,Tenjo,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,-,-,Aminudin
69757150,SMKS ACASIA FORNIS,KP. BARU DESA TAPOS,TAPOS,Tenjo,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkacasiaforniss@gmail.com,-,NOVITA SARI
20231381,SMKS AVICENA,JL. RAYA TENJO KM. 02 TENJO BOGOR,TENJO,Tenjo,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02159762351,02159762351,smk.avicena@yahoo.com,http://www.smkavicena.org,YOYOK HARIYANTO
69734364,SMKS KENCANA,JL RAYA BABAKAN PARUNG PANJANG KM 09 TENJO,BATOK,Tenjo,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkkencana76@gmail.com,-,KOKOM KOMARIYAH.S.PD
69757149,SMKS MODIS,JLN. MANUNGGAL XIX KP. PASAR REBO RT O1/07,BABAKAN,Tenjo,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkmodelislami@gmail.com,http://WWW.SMKMODIS.SCH.ID,SITI MAHBUBAH
69861090,SMK BAKTI PUTRA MANDIRI,Jl.SUMANTRI No. 11 RT 03 RW 05 Parungpanjang Bogor,PARUNG PANJANG,Parungpanjang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,bpmkesparungpanjang.action@gmail.com,-,Irawati
69861092,SMK GAPURA EDUCATIONAL TECHNOLOGY,Jl.MOH TOHA KP.CIKABON,CIBUNAR,Parungpanjang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkgapura@yahoo.co.id,-,Syamsul Ma'arif
70041656,SMK INSAN CENDEKIA PARUNGPANJANG,Jl. Palem Raya Ujung No.1 Perumnas I Sentraland Avenue,LUMPANG,Parungpanjang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,0215978953,-,icp.insancendekia@gmail.com,-,MOHAMAD NUR HIDAYAT
69787172,SMK NIDA EL ADABI,Jl.Raya Kabasiran,KABASIRAN,Parungpanjang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02154281628,-,smknidaeladabi@gmail.com,http://www.smknidaeladabi.sch.id,Farhan Swiss Nazer
20255039,SMKS AL MADZHAB,Jl. Raya Ciheulang No. 7,DAGO,Parungpanjang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,68471103,-,smk_almadzhab@yahoo.co.id,http://smkalmadzhab.mysch.id,MELINDA FITRAH
20255780,SMKS BINA PUTRA MANDIRI,Jl. Bina Putra Mandiri No. 1,PARUNG PANJANG,Parungpanjang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02154281249,-,smkbpm.action@gmail.com,http://www.smkbpm.sch.id,Eka Riana
20258522,SMKS MULIA BUANA,JL.PESANTREN NO.23,KABASIRAN,Parungpanjang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,0215979070,-,smkmuliabuana@yahoo.co.id,http://www.sma-smkmuliabuana.sch.id,ANDRAE ANDESTA
69754542,SMKS SULTAN AGUNG,JL RAYA DAGO KM 8 RT 04/01,DAGO,Parungpanjang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02168818314,-,smksultanagungparungpanjang@gmail.com,http://www.smksultanagung20.mysch.id,UJANG SOPIAN
20232503,SMKS YASTRIF 1 PARUNGPANJANG,JL. MOHAMAD TOHA NO. 45 CIBUNAR PARUNGPANJANG,CIBUNAR,Parungpanjang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,0215977042,5977042,yastrif1parungpanjang@yahoo.co.id,http://yastrif1parungpanjang.co.id,SARMAN
20232504,SMKS YASTRIF 2 PARUNGPANJANG,Jl. Raya Cibunar,CIBUNAR,Parungpanjang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,0215977565,0215977565,smkyastrif2.stm@gmail.com,http://www.smkyastrif2@gmail.com,FAHMI FAJRIN
70028590,SMK BAKTI NUSA,JL. PURBAJAYA/WARU. NO.27. KP. KIARALAWANG,SUKAMANTRI,Tamansari,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,0,smkbaktinusa@gmail.com,http://smkbaktinusa.blogspot.id,Erythrina Dwi Putranti
69877619,SMK INFORMATIKA BINA GENERASI 3,Jl.CIAPUS Kp. Kabandungan RT 01 RW 05 Tamansari Kab.Bogor,SIRNAGALIH,Tamansari,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518051313,-,smkibg3bgr@gmail.com,http://www.smkibg.sch.id,ERIYANTO
69926041,SMK SATRIA BANGSA,Jl.GADOG SISI,SUKAJADI,Tamansari,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smks.satriabangsa@gmail.com,-,Muhammad Ilham
20232471,SMKS NURUL HIDAYAH 1 BOGOR,Jl. Kapten Yusuf Kp. Sukamanah Rt.01 Rw. 02,TAMAN SARI,Tamansari,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02517117283,-,tunurulhidayah1@gmail.com,http://smknurulhidayah1.blogspot.com,Irpan Septiawan
69860537,SMK FAJAR,Jl.AMD No. 39  Babakan Ciseeng Kab.Bogor,BABAKAN,Ciseeng,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smk_fajar@ymail.com,http://smkfajarciseeng.blogspot.com,NISA OKTAVIANA
69935362,SMK TRI SUKSES,WARUNG JENGKOL RT  04/04,KARIHKIL,Ciseeng,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smktrisuksesbogor@gmail.com,http://smktrisuksesbogor.blogspot.com,Oktorama Yudi
20200598,SMKS AL MANAR,JL. RAYA CIBEUTEUNG UDIK CISEENG BOGOR,CIBEUTEUNG UDIK,Ciseeng,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,almanarciseeng@gmail.com,http://www.smk.al-manar.sch.id,M Nuryadi
20253547,SMKS BINA HARAPAN,JL. H. USA NO. 10 MALANG NENGAH,CISEENG,Ciseeng,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518541913,02518541913,smkbinaharapan@ymail.com,http://harapan.sch.id,Dian Mardiyansah
20252891,SMKS GARUDA SATYA,JL RAYA PUTAT NUTUG,PUTAT NUTUG,Ciseeng,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518565014,-,smkgarudasatya@gmail.com,http://www.smkgarudasatya69.blogspot.com/,HANDIKA MAULANA YUSUF
20253548,SMKS HARAPAN,Jl. Kp. Cileley RT 02/ RW 06 Desa Cibentang Kec. Ciseeng Kab. Bogor,CIBENTANG,Ciseeng,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518541913,02518541913,smk_harapan@ymail.com,http://harapan.sch.id/,Aulia Rachman
69728240,SMKS JOYOREJO,JL. RAYA PUTAT NUTUG CISEENG BOGOR,PUTAT NUTUG,Ciseeng,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkjoyorejo_putatnutug@yahoo.co.id,http://smkjoyorejo.sch.id,MUHAMMAD SUMARJI
20253598,SMKS WIRADIKARYA,JL. H. MIING NO.239 DESA KARIHKIL KECAMATAN CISEENG  KABUPATEN BOGOR 16120,KARIHKIL,Ciseeng,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkwd82@gmail.com,http://www.example.c,Yudi Ari Susanto
70048041,SMK AL KHOIR SODONG,Jl. Imam Bonjol RT. 009 RW. 005 Kp. Cipancur,LIGARMUKTI,Klapanunggal,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkalkhoirsodong23@gmail.com,-,ARIF RAHMAN
70046164,SMK BINA VOKASI NUSANTARA,JL Raya Nambo,BANTAR JATI,Klapanunggal,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,bivnus.school@gmail.com,http://bivnus.sch.id,UJANG KODIR
70015921,SMK TUNGGAL PRAKARSA,Jl.Raya Nambo Bantarjati RT 05/ RW 15,BANTAR JATI,Klapanunggal,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,skanvayasmen@gmail.com,-,ALDI NOVALDI
20231375,SMKS 1 AMAL MULIA,JL. AMAL MULIA NO. 12 KLAPANUNGGAL BOGOR,KEMBANG KUNING,Klapanunggal,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,0218230812,smkbmamalmulia@gmail.com,http://smks1amalmulia.sch.id/,E. SUPRIATNA
20231376,SMKS 2 AMAL MULIA,JL. AMAL MULIA NO. 12 KLAPANUNGGAL,KEMBANG KUNING,Klapanunggal,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,0218230812,0218230812,amalmulia12@yahoo.co.id,http://smks2amalmulia.sch.id,IQBALUR RIZKI
20268485,SMKS AN NUR KLAPANUNGGAL,JL. KLAPANUNGGAL-CIPEUCANG,CIKAHURIPAN,Klapanunggal,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02129480138,-,smkannurklapanunggal@gmail.com,http://www.smkannurklapanunggal.sch.id,Hasanudin
69768247,SMKS KESEHATAN PRIMA MULIA,Jl. Raya Bojong Kp. Rawaragas RT.016 RW.008,BOJONG,Klapanunggal,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02187917460,02187917460,smk.primamulia@gmail.com,http://www.smk.primamulia.sch.id,Mochamad Alibi Sukarno
20268426,SMKS TRI KARYA,RAYA BOJONG NO.111,BOJONG,Klapanunggal,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02170759362,-,smk.tri_karya@ymail.com,-,Muhamad Rizki
70027865,SMK TRI PATRIA BOGOR,"Jl. Sukajaya-Cigudeg, Kp. Ciputih, RT.04 RW.02",SIPAYUNG,Sukajaya,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,-,-,Asep Sunandar
20271196,SMKS GRAHA NUSANTARA,JL Raya Sukajaya Kp Sirnagalih RT 001/001,SUKAJAYA,Sukajaya,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkgrahanusantara1962@yahoo.com,-,Saiful Islam Rijaluddin
20280616,SMKS INSAN MADANI,JL RAYA CIPATAT KM 13 SUKAJAYA,URUG,Sukajaya,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smk.insanmadani272@gmail.com,http://www.smkinsanmadanibogor.sch.id,KRISMAYA ANGGRAENI
69880577,SMK 2 PEMBINA BANGSA,JL WARUNG NANGKA KM 13 RANCABUNGUR,RANCA BUNGUR,Ranca Bungur,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518423522,02518423522,lp2bwebid@gmail.com,http://www.lp2b.web.id,IRWAN SUANDI
69909748,SMK AL-FURQON,Jl.RAYA CIMULANG Kp.CITAPEN RT02 RW03 No 93 Kab.BOGOR,CIMULANG,Ranca Bungur,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02514742220,-,smk_alfurqon@yahoo.co.id,-,HERIYANSYAH
69888840,SMK AVICENNA MANDIRI,JL. DESA BANTARSARI NO 46 RT 03 RW 04,BANTAR SARI,Ranca Bungur,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02517543479,02517543479,smkavicennamandiri@yahoo.com,http://www.avicenna-yamanka.sch.id,"Idris, S.Pd.I"
69967704,SMK GOLDEN,Jl. Letkol Atang Sanjaya RT 01/02,PASIR GAOK,Ranca Bungur,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02517596752,-,smkgolden18@gmail.com,http://www.smkgolden.sch.id,Ajat Sudrajat
69728034,SMKS AL MUASYARAH,JL LETKOL ATANG SANJAYA NO 115 A,BANTARJAYA,Ranca Bungur,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smk.almuasyarah@gmail.com,http://almuasyarah.com,ERICK HANGGARA
20232457,SMKS MAKARYA 2 BOGOR,JL. RAYA CIMULANG NO. 141 C. BANTARJAYA RANCABUNGUR,BANTARJAYA,Ranca Bungur,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02517538194,-,smkmakarya_12bogor@yahoo.co.id,http:///http:/,Hasan Basri
20232476,SMKS PEMBINA BANGSA,JL. RAYA WARUNG NANGKA KM.13 RANCABUNGUR BOGOR,RANCA BUNGUR,Ranca Bungur,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,0251843522,0251843522,smkbmpembinabangsa@gmail.com,http://www.smkpembinabangsa.sch.id,FITRIYANI
69830393,SMK TUNAS SINAR MANDIRI 2,Jl. Transyogi Tanjungsari Kab. Bogor,TANJUNG RASA,Tanjung Sari,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smktsm2@gmail.com,-,SONIA YUSUF
20276163,SMKS MITRA INDONESIA,KP. PARUNGGEDE RT. 04/02,PASIR TANJUNG,Tanjung Sari,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkmitraindonesia155@gmail.com,-,ERWIN VERDIANSYAH
20253286,SMKS TUNAS SINAR MANDIRI,Jl. Transyogie Tanjungrasa Kecamatan Tanjungsari,TANJUNG RASA,Tanjung Sari,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smktsm34@gmail.com,-,SUPIYANTO
70037363,SMK BUANA INSAN,Jl. Raya Pemuda No. 77 RT.003 RW.004,SASAK PANJANG,Tajurhalang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkbin.buanainsan@gmail.com,-,Siti Rayindha Florist
69878508,SMK BUKIT GLORIA,"Kp. Sanja Rt.01/02 Desa. Sanja, Kecamatan. Citeureup Kab. Bogor",TAJUR HALANG,Tajurhalang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkbukitgloria@yahoo.com,http://smkbukitgloria.com,Olis Nurhayati
69864654,SMK GUNADARMA JAYA,PWRI Kampung Jati RT 01 RW 05 Tonjong Tajurhalang Kab.Bogor,TONJONG,Tajurhalang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518555772,-,herwantopwawan@yahoo.com,-,JEHAN RETNO SUANGGA
69888844,SMK IZZATUL ISLAM,JL. INKOPAD KP BULAK KALISUREN,KALISUREN,Tajurhalang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,dititipi@gmail.com,http://yizzis.wordpress.com,Tia Maharani Dapubeang
69882415,SMK MUTIARA BANGSA,JL. RAYA KALI SUREN,KALISUREN,Tajurhalang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkmutiarabangsa.mb@gmail.com,http://https://www.mubang.sch.id,GITA SARI ISWARDANI
20258348,SMKS ARRAHMANIYAH,JL. H. MURHIDI,TONJONG,Tajurhalang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,123,smkarmy27308@gmail.com,http://smkarrahmaniyah.com,Imam Gozali
20271211,SMKS ATTAJIR,JL.RAYA TONJONG NO. 18 TAJURHALANG KAB.BOGOR,TAJUR HALANG,Tajurhalang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518215064,0,Attaajir1630@gmail.com,http://smkat-taajir.blogspot.com/,AGUNG NUGROHO
20253579,SMKS CYBER MEDIA UTAMA,JL.ABDUL MUTHOLIB RT.02/08 JAMPANG KALISUREN,KALISUREN,Tajurhalang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,ve.cybermediautama@gmail.com,http://cybermediautamajampang.blogspot.com,Lulu Rizkiya Fajrin
20267731,SMKS GARUDA BANGSA,JL. NANGGERANG NO. 70,NANGGERANG,Tajurhalang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02187971125,-,smksgarudabangsa@gmail.com,http://www.garudabangsa.sch.id,-
20253855,SMKS LABORATORIUM INDONESIA,KOMPLEK WISMA DIKLAT P3GSD-KKGJ,SASAK PANJANG,Tajurhalang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,0219410121,-,labindo171@gmail.com,http://smklaboratoriumindonesia.blogspot.com,IMAM IBNU HAZAR
20271209,SMKS SARADAN,JL. RAYA TONJONG NO. 18 TAJURHALANG KAB.BOGOR,TAJUR HALANG,Tajurhalang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,saradan16320@gmail.com,http://smksaradan-bogor.blogspot.com,SUBHAN AL BUKHORI
20232485,SMKS SATRIA BANGSA,JL. RAYA INKOPAD NO. 6,KALISUREN,Tajurhalang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,satri.bangsa@yahoo.com,-,kholilah
20271038,SMKS SYADAM BOJONGGEDE,JALAN MANUNGGAL RT.02/12,TAJUR HALANG,Tajurhalang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smk_syadambojonggede@yahoo.com,http://www.smksyadam.blogspot.com,NURDIANSYAH
20272047,SMKS TONJONG,JL.RAYA TONJONG BELAKANG POLSEK BOJONG GEDE,TONJONG,Tajurhalang,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518583881,0,smktonjong@gmail.com,http://www.smktonjong.mdl2.com,Rizki Amalia
69943920,SMK GITA PRIMA,JL. Mayjen H.R. Edi Sukma No. 298 RT 03/02 Ds. Wates Jaya,WATES JAYA,Cigombong,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518222829,-,smk.gitaprimacgm@gmail.com,http://www.smkgitaprima.ac.id,Iyan istianah
69907893,SMK IT  MIFTAHUL AZIZ,Kp.Batu Karut RT 01 RW 04 Cigombong Kab.Bogor,TUGU JAYA,Cigombong,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,smkitmiftahulaziz@gmail.com,http://www.smkitmifaz.blogspot.co.id,Hasan
70048100,SMK YASPI HARUN ARRASYID BOGOR,Jl. Cipetir No. 066 RT.001 RW.003,TUGU JAYA,Cigombong,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,-,-,-,-,M. AKMAL IMANULLOH
69775308,SMKS BHAKTI KENCANA,JL. MAYJEN. HR EDI SUKMA NO.56 KP BENTENG TUGU RT 14/04,CIGOMBONG,Cigombong,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02512851872,-,smkbkcigombong@gmail.com,http://www.smkbkc.sch.id/,Chaerani Zilang Ramadhan
69755750,SMKS MUTIARA LIDO,JL. VILLA MUTIARA LIDO NO 699,CIGOMBONG,Cigombong,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518562294,02518562294,smk.mutiaralido699@gmail.com,http://smkmutiaralido699.com/,Deden Sudrajat
20232470,SMKS NUANSA BOGOR,JL. MAYJEND HR. EDI SUKMA KM. 21 CIGOMBONG BOGOR,CIGOMBONG,Cigombong,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518221699,-,smknuansa31@gmail.com,http://www.smknuansa.sch.id,chairul umam
20232428,SMKS PARIWISATA BAMBU PASUNDAN,JL. VILLA MUTIARA LIDO NO. 699 KEC. CIGOMBONG KAB. BOGOR,CIGOMBONG,Cigombong,Kab. Bogor,Jawa Barat,SWASTA,SMK,DIKMEN,02518221096,-,bpasundan699@gmail.com,-,Taufik Kurrohman Hidayat
